13544	42452	87065	35748	43268	35002	94616	30872	17480	83618	33749	46537	7866	7109	23322
73311	42394	75118	61852	29530	38176	86562	87899	61243	79674	96986	95016	52623	4274	27027
26558	58203	41143	96515	98993	36008	20182	14931	85411	72340	48014	80407	57152	29499	69511
77521	26222	96181	90949	61229	30544	347	    17399	47757	57816	21198	61039	98674	82318	43003
75138	5804	85723	869	    47088	47672	13537	97213	14251	96048	94650	71785	1558	17206	7108
74975	53137	20533	64775	75468	62597	68621	635 	51501	5047	49016	51327	70326	97373	72030
52109	30198	76128	81537	45528	34916	69554	676 	43542	86452	6878	27397	59515	85785	59222
62139	76815	22736	48714	59617	1867	23333	19511	29447	51388	87928	8828	9103	84962	89660
20315	76285	95971	47368	49511	49212	8709	75799	47090	57377	30176	60876	39815	82027	88697
42119	17303	2107	97940	26952	45488	84248	35155	31301	16035	95368	983	    30919	43859	30530
88827	37377	41882	40686	25078	9961	76184	68261	15764	57530	88435	15929	81002	82272	43329
68475	650 	51127	61368	55354	66726	80700	37129	8722	51437	93746	65701	26625	89395	57276
16773	188	    93022	24415	13508	58532	98572	82771	65410	14503	74632	8065	37080	43239	60825
77535	4386	36201	23719	41636	32366	50983	9049	18664	18905	65874	80406	91554	44806	48733
18866	39012	76682	18643	81984	83778	64288	40407	50362	37271	11226	7328	69737	72190	82652
24450	78509	72214	68960	17735	96292	20182	21739	37438	11578	93202	68877	84938	51766	58955
68702	54384	67774	87831	45400	10042	40263	5793	85514	27030	74627	37372	22176	29177	5680
91270	77854	53645	7267	8677	14277	61768	5554	53028	77367	17152	5847	7608	28206	44110
46978	72395	95384	58502	32550	60127	92579	72714	53950	27887	50748	51473	36764	69103	72422
33150	76535	23603	80405	39073	36177	21027	57921	42182	31629	78565	33328	81657	2384	3879
90904	34022	90946	83357	24616	22640	93469	25343	32701	74703	73693	10133	86030	45114	69206
16820	52884	17937	59101	94763	39884	684	    37428	18936	46858	10484	22614	88568	67058	79479
10567	61737	29485	93194	81861	97526	90388	45123	43574	88885	51810	3018	14871	73423	89896
77193	40284	84734	40152	92469	54052	29668	46761	8730	43194	31042	74625	46934	77054	33295
40424	62725	67593	55141	87523	25494	33358	72369	32136	51200	8375	38459	3251	38542	39913
11266	51721	60786	45211	18512	83939	92145	70794	71134	44184	89686	20664	37051	1550	11154
7327	39974	88603	10447	90991	27108	17838	61113	15335	84138	54368	2991	29739	7128	87137
14583	94886	53886	49981	61083	18955	36721	83520	75462	51165	29921	56934	78169	44188	21604
38680	65347	66207	43201	41397	87865	11313	5981	20468	20879	84204	66382	29719	5853	82577
93667	99609	83857	69946	95511	54409	59764	11521	15230	96203	55740	83459	31694	50709	52268
75331	26300	74962	66025	45262	10846	16154	46329	12740	95961	14140	67755	65959	35611	35583
45596	22750	34247	33951	19421	10543	30716	85617	95860	31968	61906	58033	26148	98693	93173
86145	80958	10201	77172	92961	78843	83610	88722	59641	89374	22013	65881	36810	22236	29375
30843	81012	7105	79503	43315	31568	57699	8550	92694	4291	94054	31231	52901	90330	29614
26071	42304	93138	8290	58109	4611	95591	248 	84550	99480	47404	47193	31337	89253	84934
71993	50763	5710	32116	13445	88117	41267	48369	15910	16424	19853	77798	14916	46639	44373
12964	95812	65299	75791	34220	78321	80643	55300	66628	12649	20406	90448	4958	50262	36151
75814	74588	44529	17892	60509	38067	56808	62120	27769	6402	70741	42888	56440	71073	12063
97323	37036	36803	38958	80312	46296	9398	2784	4347	21767	97128	67708	81383	3146	86413
81163	62341	81529	8701	78958	28191	38026	78566	44568	28811	36769	52596	91027	25443	37522
95095	36618	79592	66605	3251	20996	62386	1255	45529	89502	13229	49621	60435	4369	90295
854	    11867	65967	44978	71222	2961	95459	65094	39944	3743	61533	35496	54726	25389	13897
88375	38880	86608	22127	48642	64250	57060	75032	68361	34884	30120	99645	66455	94950	90585
64107	87103	42726	71967	24485	13145	63724	48395	63454	80380	23769	49992	39292	31248	17593
62067	76211	38271	44939	86474	90139	59496	82587	75750	51246	26753	52871	46526	93714	16941
9409	8732	34036	96797	81081	80296	95142	39161	57958	37564	6661	40562	68804	45325	46158
6832	64444	58579	71448	84851	1964	90066	90617	33692	9808	80917	13920	92822	5708	66381
86388	27338	6304	75089	50669	6656	58650	44081	88424	57161	97053	25905	45226	20085	10967
3424	85159	5617	56780	51539	94854	16825	88156	14936	59422	67743	83924	61155	9184	52728
8739	61914	55745	3940	28196	85017	1486	28411	73318	24239	49515	52891	29638	48939	97718
85256	4863	78985	51645	83263	49583	56850	31893	13512	22343	26697	91555	86299	97808	27537
42231	35841	79769	66520	86076	25335	99141	95710	1876	13737	15848	92697	65287	74290	1882
19508	58436	32613	85015	89756	43823	31082	86752	31783	47318	81766	30698	1606	39675	12202
46226	12354	97098	79934	76969	14483	95864	71740	30379	38745	91058	75439	94100	88148	41407
59921	18212	4289	41136	29965	21636	54380	87554	99421	30469	22357	91963	91972	61227	73029
49287	16431	40679	1256	38563	44971	69257	17457	99236	99046	70203	16355	57732	45861	72365
19950	73907	47500	99931	23718	81515	37995	33469	71372	62848	65204	30619	97260	88642	71475
25740	97950	41701	19322	21999	18832	80947	12386	79985	23189	57276	52565	12962	20283	15019
78033	58547	61833	70593	13479	7543	64386	1499	53323	60457	46859	43805	18461	20584	63128
47953	72527	54309	96351	93270	64609	8962	18013	44475	1571	28743	77544	1707	75715	69229
8872	32560	66629	15478	97279	37269	79575	15288	23189	58823	87261	97586	66612	10916	12215
76228	18419	29758	12306	13312	84108	43429	26420	41891	12266	48295	79711	60762	23204	33528
47193	11929	30046	26074	56194	46782	3709	27594	84846	65654	62606	31897	26709	21602	9668
14790	89607	74798	4339	72485	28277	1025	27115	55642	21390	99297	56309	74515	24498	17992
47757	71100	4077	93007	37648	55257	21793	71533	89002	59001	98006	35917	41282	11720	15131
72588	74778	44578	58859	64214	89170	92040	88026	31581	32889	10065	51065	7456	22901	1274
15356	74868	22053	71384	83106	37010	19117	59227	89872	14062	50024	41553	30814	88144	3997
99535	89707	51015	36496	87149	63114	31785	82634	62810	64754	32109	25562	52110	61757	49208
39799	68938	29777	21974	8821	51284	48243	70131	71870	23242	17486	52910	82275	16727	45901
62091	40821	67216	76013	77287	28750	28696	11730	16372	96121	68854	94117	67231	40372	43696
14490	23951	20452	58286	82300	54237	71338	60968	35325	91402	86587	55348	21390	87760	29181
55387	633     74652	93897	4499	83023	39577	1732	37356	46519	42769	33167	4306	90360	24316
14877	98872	28313	96955	94996	56621	84700	56633	59763	91628	2662	54093	87836	68641	97629
6689	32289	12508	18222	26696	92081	82898	95728	61991	34482	60935	48455	32189	58770	78632
86814	22517	11237	91279	58881	78152	76553	35453	16649	59489	65190	91350	43992	56778	76530
10200	60932	25769	21458	86740	98444	61956	88716	80157	48970	29903	18928	47529	73655	18979
42790	48924	43038	96197	93457	46183	59573	95354	32472	66484	55063	28359	91216	53522	2646
17257	93975	86551	89037	44560	58379	52738	79835	8631	90376	41905	29170	93652	37887	92593
82177	12958	27431	13996	86056	89848	88544	99524	22286	74056	30805	19810	79118	49265	90412
91753	22641	13060	91790	53157	46987	45130	1559	58324	19015	28320	9982	10396	26667	79065
1529	46410	77773	7288	992	    6934	7113	27994	47832	13440	80470	16585	539	    56652	71755
3175	85696	68448	22102	18108	41394	92654	43526	10711	36703	7122	95793	98969	3030	88597
49862	34524	17596	85004	1479	95961	59098	2638	87723	84768	65512	2701	90207	75233	25615
83561	48761	67980	9476	52938	59702	31772	27722	74151	888	    54359	74952	72442	76039	78513
73930	56250	7661	69553	47090	93598	61915	61119	48171	33610	48160	17390	36367	76319	15125
47763	60554	48673	75582	28934	33849	1817	10354	29992	20958	83617	28852	87326	16577	74228
45823	469	    35624	31001	56997	75168	66914	60685	76789	18451	96748	19899	60183	5838	85316
73988	80702	51375	1759	23145	15864	74031	5126	27764	9724	18075	83560	36763	33398	1583
38066	95228	17991	12602	38903	26912	15918	95736	47553	93720	73607	25488	48354	9171	304
96555	74381	35013	25510	29161	6252	13569	18441	60900	55377	45125	80782	40988	80866	35642
46033	50984	77564	89944	43960	39654	7500	29633	94149	91904	58243	44348	4014	44886	13145
34726	45673	57926	8457	20184	29763	22848	35644	1860	59698	76253	59003	91119	36601	54294
44706	72477	84780	70274	83456	63138	31069	34975	73932	20582	70949	9433	11816	80092	35144
54367	20085	88599	11780	69512	88758	73070	81938	94730	43916	75814	47560	60562	18609	78364
74024	14019	85274	70427	39671	89973	86906	9338	32178	54571	50970	86785	66186	22841	36539
72922	98706	35103	87435	18183	81067	159	    95746	60074	29935	18288	77365	8933	35090	56658
2622	22576	44314	69269	5646	80512	75786	47664	6563	92541	22941	60002	69713	2753	20932
78975	53654	21097	55445	69485	57025	28132	86938	31020	82624	2359	48372	17809	90643	72375
56309	27500	32346	20528	76468	54430	78528	49429	66446	48445	20130	64527	1967	28314	36257
44654	24925	23529	53882	73512	66062	51270	19721	73353	54306	14059	61174	60374	17427	3190
47406	80194	4762	86187	33157	4759	15066	72607	80280	83254	32467	76968	4185	32426	97860
31209	53590	51405	88776	19200	95238	97752	54521	45290	3638	60301	94601	1294	86514	84736
18674	27166	11531	44946	50670	39068	70866	49782	51231	26548	89137	10479	90725	97407	20646
75526	80919	28107	26091	17725	83604	5803	79568	33109	56197	13351	4213	30233	80721	91426
86299	57543	36619	42884	30239	73873	5088	11798	19773	58674	29907	88420	71401	14790	86408
70606	83134	70450	55208	67620	78756	52120	57910	34118	87348	38859	17914	73906	62403	4118
57472	99187	51247	93010	66917	77376	16744	47337	76410	36012	87899	81686	54664	78373	38141
19673	71610	10624	9928	29598	43900	73710	38274	71303	40672	76196	92735	87941	39129	86610
56778	41915	5363	38573	32121	64840	74862	80134	77281	54731	16675	19683	92414	74461	98258
52888	13576	30849	56612	50199	12416	77622	48117	6522	64435	80957	53927	30410	61279	16462
3960	71732	48817	80290	56757	68209	14959	51695	77213	30589	50824	8227	85246	72656	88541
83528	3061	75543	4188	60914	46829	74622	10505	4503	93118	53200	21677	34978	70783	55816
40843	87044	72899	12930	97038	16334	4290	16217	50273	38345	54810	22976	24950	44499	18731
72203	49697	25680	83907	94506	16191	2369	97739	54263	46707	9823	70242	51757	38149	98559
60786	48815	17405	98631	79761	90398	49272	87079	14907	46906	37887	52893	8151	80649	54859
29730	99931	42660	2789	89190	65374	69889	75794	75324	46330	42570	66950	78943	95105	52868
2291	67942	93638	8868	37142	21943	68106	33778	90767	71143	59179	36812	1639	58169	92799
90153	41457	81370	57177	81159	83164	99806	52553	16856	82154	31806	58617	88175	70211	2850
12678	75669	64709	33498	40640	75467	65381	58324	18710	12507	83257	70205	70659	39842	52762
64997	85263	19496	85421	15525	1476	81024	3890	46264	59091	61659	35334	91329	32885	88574
75833	50815	50068	92308	27656	75174	8785	22878	49715	21237	65073	8465	85571	65578	96740
86095	50061	79052	58327	61494	61279	15174	72531	78194	86790	81796	5592	41302	11295	25395
73742	92875	54035	19772	90092	90717	99938	87924	5545	73119	39886	13969	86511	73885	90786
65707	42954	78721	7946	5862	29000	27495	68750	35164	67319	83147	6679	74444	76687	99314
76264	83000	76010	95276	8661	12011	48028	66206	80490	82776	42839	51924	26684	44174	3280
64311	50699	1565	27606	3213	12112	51644	13540	90258	28864	92476	7611	64579	18357	10048
12041	62894	15313	43340	34306	93302	54271	68298	61049	85504	53514	36678	89540	45352	71957
86071	84997	93512	1282	15977	17804	95743	80242	19497	98660	68084	63003	19784	49408	66943
3149	46995	12460	76331	48095	2630	48027	77996	55388	49620	30802	37153	97188	11721	64654
97139	95871	67656	51838	57376	88318	66790	62746	15284	82579	74857	33934	23463	14242	94179
56742	33335	22888	24534	62640	15170	79508	28733	15886	30127	50535	89537	99978	1635	34709
67368	55878	20143	25347	55366	82268	37719	36519	93864	92216	39201	35167	72987	47742	53841
14882	20416	78747	18578	58860	4606	85504	42310	94488	65138	7777	40814	5042	68069	29023
69974	48518	82133	42170	44445	92873	51506	13790	26325	94532	84907	53866	1995	97652	65571
56232	39990	75130	75330	27417	66234	631	    15630	29190	28475	50394	38780	60596	15969	10880
15591	17533	72771	46739	92418	32412	51719	40224	54645	3962	51591	73680	88399	96353	96744
52472	74814	82137	67922	15831	69042	30558	27283	32387	74766	58365	9725	79762	83104	30231
18864	23001	31384	22516	38297	11007	67532	60998	51171	12893	17201	5091	54253	32803	11418
41256	39000	32140	44354	41071	20596	48992	97071	30479	28605	7596	77231	73631	38563	60632
1691	29686	82967	42636	59763	98629	35961	73632	81655	17394	2599	92416	84694	10775	77845
80033	53129	76443	67995	22854	47967	56906	83635	15327	839	    41650	39915	89779	90893	23561
58249	83245	11211	722	    11999	71252	95803	9873	80525	56454	75999	6903	71280	53663	80741
48689	11289	78351	49917	5115	17729	3412	55876	76181	73150	40474	59538	24908	49108	59595
1888	63246	73900	21947	99982	22961	23579	42439	8947	13280	84644	98325	24628	80492	95038
15195	5252	52661	67248	4945	7682	45071	69645	45594	56560	91560	37504	80394	40029	82393
20164	3571	16624	89178	86802	49783	63220	34355	3971	59946	17624	43971	38894	8711	83301
83422	52204	62888	98418	37401	11024	88417	44037	45892	91192	43317	67828	45758	52551	96184
71979	46468	48513	62219	68126	42417	57400	76338	37849	66368	43164	51720	35151	43069	8183
93924	81759	72901	21246	15415	99576	34461	43265	97113	935	    72635	16926	24053	5715	42151
85016	25562	74171	58373	9885	55936	57376	5274	35344	84363	1825	96227	75791	61349	67776
59451	21837	24587	97851	85801	5410	36176	32313	30093	46671	69183	74292	52031	79175	59794
94089	25179	4920	47415	34377	52980	77336	18531	81280	78200	75611	75708	63673	93367	88883
46689	32169	50253	42915	62753	75817	26006	45202	70173	20569	4301	61862	18958	45298	90888
35453	62607	48525	66043	59036	50745	89890	8104	32605	65843	67363	61324	41833	77475	45456
48725	90684	25912	79197	89465	68326	57064	5076	72862	26015	39412	37812	45105	97430	5341
75078	36735	47619	26764	16034	93422	19122	50693	72233	53979	42328	89113	43592	98821	86385
83927	72055	83978	71214	31843	78285	89948	69706	94557	12940	91737	10979	49796	11706	11739
73318	6028	37513	55334	33432	48977	38422	65303	78981	83913	23723	63279	49236	91682	30878
40163	57917	94812	52808	26037	27484	25644	13210	33567	87050	2872	48248	53872	17160	63943
9674	3654	56812	89580	68339	20669	2914	25630	53477	24354	72332	75672	77889	11119	49887
59184	81948	60081	17208	69967	17655	70156	29281	83969	59184	68834	94980	47151	82499	74686
46131	32768	35963	55437	7503	29852	65430	91177	66076	2687	22753	65212	37554	30165	23385
96017	48767	89556	58521	77748	65155	13963	30782	88425	95598	2946	18083	12784	45762	54000
92636	8868	35811	83950	83267	31350	73161	30888	57485	71255	78449	66317	21044	27522	43940
54153	22726	12371	90556	31017	60238	60409	86164	15466	721	    46669	16607	44710	93212	15820
16849	12927	13226	23393	88205	956	    11455	61559	41834	3121	2244	69191	1052	84813	29760
